"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"feature","UTOL","テスト機能","test function","","小テストや期末テストを作成できる機能．記述式・記号選択式など設問形式や再受験可否などを設定できる．","A function for creating quizzes and final exams, with configurable question formats (essay or multiple choice) and options such as allowing retakes.","/utol/lecturers/quizzes/","src/pages/articles/itc-lms/index.md"
"feature","UTOL","プレビュー表示","","","教材資料の一部のファイル形式（.docx/.xlsx/.pptx/.pdf/画像など）を，端末にダウンロードせずUTOL上で表示できる機能．","","/utol/lecturers/materials/","src/pages/utol/lecturers/materials/index.md"
"feature","UTOL","マークアップ機能","markup function","マークアップ","UTOL上で入力したテキストに書式（強調・リンク・数式など）を設定できる機能．対応するテキストエリアには専用のツールバーが表示される．","A feature that lets you format text entered in UTOL (emphasis, links, formulas, etc.); supported text areas have a dedicated toolbar.","/utol/markup/","src/pages/utol/students/messages/index.mdx;src/pages/utol/lecturers/messages/index.mdx;src/pages/utol/markup/index.mdx"
"feature","UTOL","メッセージ","Message","メッセージ機能","コース参加者同士で個別にテキストメッセージをやりとりできる機能．履修者からの質問対応などに使う．","A function for exchanging text messages individually between course participants, e.g. to answer student questions.","/utol/lecturers/messages/","src/pages/utol/lecturers/messages/index.mdx"
"feature","UTOL","メッセージ一覧","List of contacts","","自分宛てのメッセージをまとめて表示する左メニューの機能．","A left-menu function displaying messages addressed to you.","/utol/students/","src/pages/utol/students/index.mdx"
"feature","UTOL","メッセージ機能","message function","","担当教員・TA・他の履修者とやり取りできる機能．送り先に指定した人と担当教員のみが閲覧できる．","A function to communicate with instructors, TAs, and other students; viewable only by the specified recipients and the instructor.","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"feature","UTOL","ユーザグループ","User groups","ユーザーグループ","任意の履修者をまとめた単位．課題や教材などを特定のグループのみに公開する際に使う．","A unit grouping selected students, used to publish assignments, materials, etc. only to specific groups.","/utol/lecturers/settings/user_groups/","src/pages/utol/lecturers/settings/user_groups/index.md"
"feature","UTOL","ラベル","Label","","コーストップで表示するコンテンツをグループ別に絞り込む機能．担当教員が事前に付与し，履修者はプルダウンで選んで絞り込む．","A function to filter Course Top contents by group; instructors assign labels in advance and students filter via a pull-down.","/utol/students/","src/pages/utol/students/index.mdx"
"feature","UTOL","課題","Assignment","課題機能","履修者に課題を課し，提出された成果物を評価できる機能．テキスト直接入力とファイルアップロードの提出方法がある．","A function to assign work to students and evaluate their submissions, supporting text-input and file-upload submission methods.","/utol/students/","src/pages/utol/students/index.mdx;src/pages/utol/lecturers/assignments/index.mdx"
"feature","UTOL","回答シミュレーション","","","作成したアンケートを履修者が実際に回答する流れを確認できる機能．","A function to check how a created survey will be answered from the student's perspective.","/utol/lecturers/surveys/create/","src/pages/utol/lecturers/surveys/create.mdx"
"feature","UTOL","外部ツールとの連携","Integrations with external tools","外部連携","LTI規格によりZoom・Slack・MATLAB Graderなどの外部ツールをコースと連携させる機能．","A function that links external tools such as Zoom, Slack, and MATLAB Grader with a course using the LTI standard.","/utol/lecturers/integrations/","src/pages/utol/lecturers/integrations/index.mdx"
"feature","UTOL","外部連携","External Tool Link","外部ツールとの連携","ZoomやSlack，MATLAB Graderなどの外部ツールと連携する機能．利用可能なサービスがコーストップの「外部連携」欄に表示される．","A function to integrate external tools such as Zoom, Slack, and MATLAB Grader; available services appear in the External Tool Link section of the Course Top.","/utol/students/integrations/","src/pages/utol/students/integrations/index.mdx"
"feature","UTOL","教材","Course materials","教材機能","授業に必要な資料を管理・公開できる機能．公開期間・公開対象を設定でき，閲覧状況も確認できる．","A function to manage and publish class materials, with configurable publication period and targets and viewable access status.","/utol/students/","src/pages/utol/students/index.mdx;src/pages/utol/lecturers/materials/index.md"
